,0,1,2
"(5, 'linear', 71, 41)",64.95,52.0,46.88
"(5, 'linear', 71, 51)",67.01,50.5,46.88
"(5, 'linear', 71, 61)",63.92,52.0,46.88
"(5, 'linear', 71, 71)",67.01,51.5,46.88
"(5, 'linear', 71, 81)",62.89,52.5,46.88
"(5, 'linear', 71, 91)",54.64,62.0,46.88
"(5, 'linear', 81, 11)",65.98,52.5,46.88
"(5, 'linear', 81, 21)",61.86,55.0,46.88
"(5, 'linear', 81, 31)",68.04,49.5,46.88
"(5, 'linear', 81, 41)",63.92,54.0,46.88
"(5, 'linear', 81, 51)",61.86,58.5,46.88
"(5, 'linear', 81, 61)",67.01,51.5,46.88
"(5, 'linear', 81, 71)",65.98,52.0,46.88
"(5, 'linear', 81, 81)",67.01,51.0,46.88
"(5, 'linear', 81, 91)",65.98,52.0,46.88
"(5, 'linear', 91, 1)",75.26,48.0,37.5
"(5, 'linear', 91, 11)",62.89,54.5,46.88
"(5, 'linear', 91, 21)",67.01,49.0,46.88
"(5, 'linear', 91, 31)",67.01,51.0,46.88
"(5, 'linear', 91, 41)",67.01,51.5,46.88
"(5, 'linear', 91, 51)",64.95,51.0,46.88
"(5, 'linear', 91, 61)",65.98,50.5,46.88
"(5, 'linear', 91, 81)",67.01,52.0,46.88
"(5, 'linear', 91, 91)",63.92,51.5,46.88
"(5, 'linear', 101, 1)",62.89,54.0,46.88
"(5, 'linear', 101, 21)",65.98,52.5,46.88
"(5, 'linear', 101, 31)",68.04,51.5,46.88
"(5, 'linear', 101, 41)",65.98,51.5,46.88
"(5, 'linear', 101, 51)",64.95,52.0,46.88
"(5, 'linear', 101, 61)",65.98,52.0,46.88
"(5, 'linear', 101, 71)",67.01,51.5,46.88
"(5, 'linear', 101, 81)",64.95,52.5,46.88
"(5, 'linear', 101, 91)",67.01,51.0,46.88
"(5, 'linear', 111, 1)",61.86,53.0,46.88
"(5, 'linear', 111, 11)",64.95,52.5,46.88
"(5, 'linear', 111, 21)",63.92,52.0,46.88
"(5, 'linear', 111, 31)",67.01,50.5,46.88
"(5, 'linear', 111, 41)",62.89,53.0,46.88
"(5, 'linear', 111, 51)",64.95,52.0,46.88
"(5, 'linear', 111, 61)",67.01,51.5,46.88
"(5, 'linear', 111, 71)",61.86,56.0,46.88
"(5, 'linear', 111, 81)",63.92,50.5,46.88
"(5, 'linear', 111, 91)",60.82,56.0,46.88
"(5, 'linear', 121, 1)",73.2,51.0,37.5
"(5, 'linear', 121, 11)",63.92,53.5,46.88
"(5, 'linear', 121, 21)",64.95,52.5,46.88
"(5, 'linear', 121, 31)",65.98,52.0,46.88
"(5, 'linear', 121, 41)",63.92,51.5,46.88
"(5, 'linear', 121, 51)",67.01,50.5,46.88
"(5, 'linear', 121, 61)",67.01,53.0,46.88
"(5, 'linear', 121, 71)",64.95,52.5,46.88
"(5, 'linear', 121, 81)",63.92,51.5,46.88
"(5, 'linear', 121, 91)",62.89,50.0,46.88
"(5, 'linear', 131, 1)",61.86,54.5,46.88
"(5, 'linear', 131, 11)",65.98,51.5,46.88
"(5, 'linear', 131, 21)",64.95,52.5,46.88
"(5, 'linear', 131, 31)",65.98,52.0,46.88
"(5, 'linear', 131, 41)",67.01,51.5,46.88
"(5, 'linear', 131, 51)",64.95,51.0,46.88
"(5, 'linear', 131, 61)",63.92,53.0,46.88
"(5, 'linear', 131, 71)",67.01,51.5,46.88
"(5, 'linear', 131, 81)",90.72,28.5,0.0
"(5, 'linear', 131, 91)",89.69,29.0,0.0
"(5, 'linear', 141, 1)",68.04,55.0,43.75
"(5, 'linear', 141, 11)",64.95,54.0,46.88
"(5, 'linear', 141, 21)",67.01,52.0,46.88
"(5, 'linear', 141, 31)",64.95,52.5,46.88
"(5, 'linear', 141, 41)",62.89,53.5,46.88
"(5, 'linear', 141, 51)",65.98,51.5,46.88
"(5, 'linear', 141, 61)",65.98,52.5,46.88
"(5, 'linear', 141, 71)",91.75,26.5,0.0
"(5, 'linear', 141, 81)",63.92,53.0,46.88
"(5, 'linear', 151, 1)",63.92,52.5,46.88
"(5, 'linear', 151, 11)",63.92,53.0,46.88
"(5, 'linear', 151, 21)",63.92,51.0,46.88
"(5, 'linear', 151, 31)",67.01,51.0,46.88
"(5, 'linear', 151, 41)",67.01,52.5,46.88
"(5, 'linear', 151, 61)",69.07,49.0,46.88
"(5, 'linear', 151, 71)",67.01,51.5,46.88
"(5, 'linear', 151, 81)",67.01,51.5,46.88
"(5, 'linear', 151, 91)",91.75,28.5,0.0
"(5, 'linear', 161, 1)",62.89,54.5,46.88
"(5, 'linear', 161, 11)",67.01,52.0,46.88
"(5, 'linear', 161, 21)",65.98,50.5,46.88
"(5, 'linear', 161, 31)",67.01,50.0,46.88
"(5, 'linear', 161, 41)",65.98,51.5,46.88
"(5, 'linear', 161, 51)",62.89,52.5,46.88
"(5, 'linear', 161, 61)",65.98,53.0,46.88
"(5, 'linear', 161, 81)",86.6,35.5,0.0
"(5, 'linear', 161, 91)",91.75,26.0,0.0
"(5, 'linear', 171, 1)",63.92,54.5,46.88
"(5, 'linear', 171, 11)",64.95,53.0,46.88
"(5, 'linear', 171, 21)",65.98,53.5,46.88
"(5, 'linear', 171, 31)",61.86,55.0,46.88
"(5, 'linear', 171, 41)",67.01,51.5,46.88
"(5, 'linear', 171, 51)",64.95,51.0,46.88
"(5, 'linear', 171, 61)",65.98,51.5,46.88
"(5, 'linear', 171, 71)",65.98,53.0,46.88
"(5, 'linear', 171, 91)",69.07,51.5,46.88
"(5, 'linear', 181, 1)",65.98,53.5,46.88
"(5, 'linear', 181, 11)",60.82,57.5,46.88
"(5, 'linear', 181, 21)",62.89,52.5,46.88
"(5, 'linear', 181, 31)",67.01,51.0,46.88
"(5, 'linear', 181, 41)",65.98,52.5,46.88
"(5, 'linear', 181, 51)",69.07,51.5,46.88
"(5, 'linear', 181, 61)",65.98,53.5,46.88
"(5, 'linear', 181, 81)",67.01,51.5,46.88
"(5, 'linear', 181, 91)",86.6,33.5,0.0
"(5, 'linear', 191, 1)",72.16,49.5,43.75
"(5, 'linear', 191, 11)",65.98,50.5,46.88
"(5, 'linear', 191, 21)",63.92,50.5,46.88
"(5, 'linear', 191, 31)",64.95,50.0,46.88
"(5, 'linear', 191, 41)",63.92,52.0,46.88
"(5, 'linear', 191, 51)",91.75,26.5,0.0
"(5, 'linear', 191, 61)",63.92,51.5,46.88
"(5, 'linear', 191, 71)",62.89,53.5,46.88
"(5, 'linear', 191, 81)",64.95,46.5,46.88
"(5, 'linear', 201, 1)",63.92,54.0,46.88
"(5, 'linear', 201, 11)",65.98,52.5,46.88
"(5, 'linear', 201, 21)",67.01,51.5,46.88
"(5, 'linear', 201, 31)",65.98,51.0,46.88
"(5, 'linear', 201, 41)",64.95,52.5,46.88
"(5, 'linear', 201, 51)",63.92,52.0,46.88
"(5, 'linear', 201, 61)",89.69,33.0,0.0
"(5, 'linear', 201, 71)",73.2,47.5,46.88
"(5, 'linear', 201, 81)",90.72,29.0,0.0
"(5, 'linear', 201, 91)",89.69,26.5,0.0
"(5, 'linear', 211, 1)",68.04,52.0,46.88
"(5, 'linear', 211, 11)",68.04,50.0,46.88
"(5, 'linear', 211, 21)",67.01,50.5,46.88
"(5, 'linear', 211, 31)",64.95,52.0,46.88
"(5, 'linear', 211, 41)",64.95,54.5,46.88
"(5, 'linear', 211, 51)",65.98,51.0,46.88
"(5, 'linear', 211, 71)",63.92,53.5,46.88
"(5, 'linear', 211, 91)",91.75,26.5,0.0
"(5, 'linear', 221, 1)",68.04,53.5,46.88
"(5, 'linear', 221, 11)",63.92,50.5,46.88
"(5, 'linear', 221, 31)",64.95,50.5,46.88
"(5, 'linear', 221, 41)",58.76,61.0,46.88
"(5, 'linear', 221, 51)",67.01,50.5,46.88
"(5, 'linear', 221, 61)",60.82,53.0,46.88
"(5, 'linear', 221, 71)",90.72,28.5,0.0
"(5, 'linear', 221, 81)",90.72,31.5,0.0
"(5, 'linear', 221, 91)",88.66,29.0,0.0
"(5, 'linear', 231, 1)",61.86,53.5,46.88
"(5, 'linear', 231, 11)",64.95,51.5,46.88
"(5, 'linear', 231, 21)",62.89,53.0,46.88
"(5, 'linear', 231, 31)",55.67,61.5,46.88
"(5, 'linear', 231, 41)",90.72,30.0,0.0
"(5, 'linear', 231, 61)",65.98,52.0,46.88
"(5, 'linear', 231, 71)",62.89,52.0,46.88
"(5, 'linear', 231, 81)",63.92,54.0,46.88
"(5, 'linear', 231, 91)",91.75,29.5,0.0
"(5, 'linear', 241, 1)",61.86,53.5,46.88
"(5, 'linear', 241, 11)",62.89,51.5,46.88
"(5, 'linear', 241, 21)",61.86,56.5,46.88
"(5, 'linear', 241, 31)",63.92,51.5,46.88
"(5, 'linear', 241, 41)",63.92,54.0,46.88
"(5, 'linear', 241, 51)",63.92,51.0,46.88
"(5, 'linear', 241, 61)",65.98,52.5,46.88
"(5, 'linear', 241, 71)",64.95,50.5,46.88
"(5, 'linear', 241, 81)",90.72,29.5,0.0
"(5, 'linear', 241, 91)",88.66,27.5,0.0
"(5, 'linear', 251, 1)",65.98,54.0,46.88
"(5, 'linear', 251, 11)",60.82,56.5,46.88
"(5, 'linear', 251, 21)",62.89,53.5,46.88
"(5, 'linear', 251, 31)",67.01,52.0,46.88
"(5, 'linear', 251, 41)",65.98,52.0,46.88
"(5, 'linear', 251, 51)",62.89,51.0,46.88
"(5, 'linear', 251, 61)",90.72,28.5,0.0
"(5, 'linear', 251, 71)",62.89,52.0,46.88
"(5, 'linear', 251, 81)",86.6,33.0,0.0
"(5, 'linear', 251, 91)",91.75,26.0,0.0
"(5, 'linear', 261, 1)",64.95,54.5,46.88
"(5, 'linear', 261, 11)",68.04,50.0,46.88
"(5, 'linear', 261, 21)",56.7,60.5,46.88
"(5, 'linear', 261, 31)",65.98,49.5,46.88
"(5, 'linear', 261, 41)",63.92,53.5,46.88
"(5, 'linear', 261, 51)",63.92,52.0,46.88
"(5, 'linear', 261, 61)",88.66,33.0,0.0
"(5, 'linear', 261, 71)",89.69,32.0,0.0
"(5, 'linear', 261, 81)",89.69,31.0,0.0
"(5, 'linear', 261, 91)",87.63,34.5,0.0
"(5, 'linear', 271, 1)",60.82,55.0,46.88
"(5, 'linear', 271, 11)",65.98,52.5,46.88
"(5, 'linear', 271, 21)",65.98,52.0,46.88
"(5, 'linear', 271, 31)",67.01,50.5,46.88
"(5, 'linear', 271, 41)",65.98,51.0,46.88
"(5, 'linear', 271, 51)",57.73,61.5,46.88
"(5, 'linear', 271, 61)",89.69,26.5,0.0
"(5, 'linear', 271, 81)",86.6,30.5,0.0
"(5, 'linear', 271, 91)",89.69,32.5,0.0
"(5, 'linear', 281, 1)",63.92,53.5,46.88
"(5, 'linear', 281, 11)",67.01,51.5,46.88
"(5, 'linear', 281, 21)",65.98,52.5,46.88
"(5, 'linear', 281, 31)",51.55,63.0,46.88
"(5, 'linear', 281, 41)",90.72,29.0,0.0
"(5, 'linear', 281, 51)",88.66,26.5,0.0
"(5, 'linear', 281, 61)",89.69,28.5,0.0
"(5, 'linear', 281, 71)",89.69,29.0,0.0
"(5, 'linear', 281, 81)",91.75,28.5,0.0
"(5, 'linear', 281, 91)",89.69,31.0,0.0
"(5, 'linear', 291, 1)",64.95,55.5,46.88
"(5, 'linear', 291, 11)",63.92,53.0,46.88
"(5, 'linear', 291, 31)",60.82,57.5,46.88
"(5, 'linear', 291, 41)",86.6,31.5,0.0
"(5, 'linear', 291, 51)",64.95,51.0,46.88
"(5, 'linear', 291, 61)",90.72,28.5,0.0
"(5, 'linear', 291, 71)",85.57,37.0,0.0
"(5, 'linear', 291, 81)",91.75,26.5,0.0
"(5, 'linear', 291, 91)",91.75,26.5,0.0
